date,store_location,product_detail,daily_qty
2023-03-23,Astoria,English Breakfast Rg,2.0
2023-03-23,Astoria,Espresso shot,1.0
2023-03-23,Astoria,Ethiopia Lg,9.0
2023-03-23,Astoria,Ethiopia Rg,4.0
2023-03-23,Astoria,Ethiopia Sm,11.0
2023-03-23,Astoria,Ginger Scone,2.0
2023-03-23,Astoria,Hazelnut Biscotti,3.0
2023-03-23,Astoria,Jamaican Coffee River Lg,13.0
2023-03-23,Astoria,Jamaican Coffee River Rg,7.0
2023-03-23,Astoria,Jamaican Coffee River Sm,2.0
2023-03-23,Astoria,Jumbo Savory Scone,4.0
2023-03-23,Astoria,Latte,12.0
2023-03-23,Astoria,Latte Rg,10.0
2023-03-23,Astoria,Lemon Grass Lg,8.0
2023-03-23,Astoria,Lemon Grass Rg,3.0
2023-03-23,Astoria,Morning Sunrise Chai Lg,9.0
2023-03-23,Astoria,Morning Sunrise Chai Rg,5.0
2023-03-23,Astoria,Oatmeal Scone,3.0
2023-03-23,Astoria,Our Old Time Diner Blend Lg,7.0
2023-03-23,Astoria,Our Old Time Diner Blend Rg,3.0
2023-03-23,Astoria,Our Old Time Diner Blend Sm,10.0
2023-03-23,Astoria,Peppermint Lg,11.0
2023-03-23,Astoria,Peppermint Rg,10.0
2023-03-23,Astoria,Scottish Cream Scone ,4.0
2023-03-23,Astoria,Serenity Green Tea Lg,8.0
2023-03-23,Astoria,Serenity Green Tea Rg,13.0
2023-03-23,Astoria,Spicy Eye Opener Chai Lg,6.0
2023-03-23,Astoria,Spicy Eye Opener Chai Rg,4.0
2023-03-23,Astoria,Sustainably Grown Organic Lg,5.0
2023-03-23,Astoria,Sustainably Grown Organic Rg,16.0
2023-03-23,Astoria,Traditional Blend Chai Lg,9.0
2023-03-23,Astoria,Traditional Blend Chai Rg,5.0
2023-03-23,Hell's Kitchen,Almond Croissant,4.0
2023-03-23,Hell's Kitchen,Brazilian - Organic,1.0
2023-03-23,Hell's Kitchen,Brazilian Lg,7.0
2023-03-23,Hell's Kitchen,Brazilian Rg,7.0
2023-03-23,Hell's Kitchen,Brazilian Sm,4.0
2023-03-23,Hell's Kitchen,Cappuccino,5.0
2023-03-23,Hell's Kitchen,Cappuccino Lg,8.0
2023-03-23,Hell's Kitchen,Carmel syrup,2.0
2023-03-23,Hell's Kitchen,Chili Mayan,1.0
2023-03-23,Hell's Kitchen,Chocolate Chip Biscotti,3.0
2023-03-23,Hell's Kitchen,Chocolate Croissant,2.0
2023-03-23,Hell's Kitchen,Chocolate syrup,2.0
2023-03-23,Hell's Kitchen,Civet Cat,2.0
2023-03-23,Hell's Kitchen,Columbian Medium Roast,1.0
2023-03-23,Hell's Kitchen,Columbian Medium Roast Lg,7.0
2023-03-23,Hell's Kitchen,Columbian Medium Roast Rg,4.0
2023-03-23,Hell's Kitchen,Columbian Medium Roast Sm,8.0
2023-03-23,Hell's Kitchen,Cranberry Scone,4.0
2023-03-23,Hell's Kitchen,Croissant,5.0
2023-03-23,Hell's Kitchen,Dark chocolate Lg,7.0
2023-03-23,Hell's Kitchen,Dark chocolate Rg,7.0
2023-03-23,Hell's Kitchen,Earl Grey,1.0
2023-03-23,Hell's Kitchen,Earl Grey Lg,12.0
2023-03-23,Hell's Kitchen,Earl Grey Rg,7.0
2023-03-23,Hell's Kitchen,English Breakfast Rg,5.0
2023-03-23,Hell's Kitchen,Espresso shot,2.0
2023-03-23,Hell's Kitchen,Ethiopia Lg,10.0
2023-03-23,Hell's Kitchen,Ethiopia Rg,9.0
2023-03-23,Hell's Kitchen,Ethiopia Sm,6.0
2023-03-23,Hell's Kitchen,Ginger Biscotti,1.0
2023-03-23,Hell's Kitchen,Ginger Scone,11.0
2023-03-23,Hell's Kitchen,Guatemalan Sustainably Grown,1.0
2023-03-23,Hell's Kitchen,Hazelnut Biscotti,3.0
2023-03-23,Hell's Kitchen,Hazelnut syrup,1.0
2023-03-23,Hell's Kitchen,Jamaican Coffee River Lg,4.0
2023-03-23,Hell's Kitchen,Jamaican Coffee River Rg,5.0
2023-03-23,Hell's Kitchen,Jamaican Coffee River Sm,5.0
2023-03-23,Hell's Kitchen,Jumbo Savory Scone,3.0
2023-03-23,Hell's Kitchen,Latte,5.0
2023-03-23,Hell's Kitchen,Latte Rg,7.0
2023-03-23,Hell's Kitchen,Lemon Grass Lg,5.0
2023-03-23,Hell's Kitchen,Lemon Grass Rg,4.0
2023-03-23,Hell's Kitchen,Morning Sunrise Chai Lg,6.0
2023-03-23,Hell's Kitchen,Morning Sunrise Chai Rg,8.0
2023-03-23,Hell's Kitchen,Oatmeal Scone,2.0
2023-03-23,Hell's Kitchen,Our Old Time Diner Blend,1.0
2023-03-23,Hell's Kitchen,Our Old Time Diner Blend Lg,4.0
2023-03-23,Hell's Kitchen,Our Old Time Diner Blend Rg,10.0
2023-03-23,Hell's Kitchen,Our Old Time Diner Blend Sm,3.0
2023-03-23,Hell's Kitchen,Ouro Brasileiro shot,15.0
2023-03-23,Hell's Kitchen,Peppermint,1.0
2023-03-23,Hell's Kitchen,Peppermint Lg,8.0
2023-03-23,Hell's Kitchen,Peppermint Rg,5.0
2023-03-23,Hell's Kitchen,Scottish Cream Scone ,2.0
2023-03-23,Hell's Kitchen,Serenity Green Tea Lg,6.0
2023-03-23,Hell's Kitchen,Serenity Green Tea Rg,9.0
2023-03-23,Hell's Kitchen,Spicy Eye Opener Chai Lg,10.0
2023-03-23,Hell's Kitchen,Spicy Eye Opener Chai Rg,10.0
2023-03-23,Hell's Kitchen,Sustainably Grown Organic Lg,2.0
2023-03-23,Hell's Kitchen,Sustainably Grown Organic Rg,9.0
2023-03-23,Hell's Kitchen,Traditional Blend Chai Lg,10.0
2023-03-23,Hell's Kitchen,Traditional Blend Chai Rg,6.0
2023-03-23,Lower Manhattan,Almond Croissant,3.0
2023-03-23,Lower Manhattan,Brazilian Lg,7.0
2023-03-23,Lower Manhattan,Brazilian Rg,4.0
2023-03-23,Lower Manhattan,Brazilian Sm,3.0
2023-03-23,Lower Manhattan,Cappuccino,9.0
2023-03-23,Lower Manhattan,Cappuccino Lg,13.0
2023-03-23,Lower Manhattan,Carmel syrup,6.0
2023-03-23,Lower Manhattan,Chocolate Chip Biscotti,3.0
2023-03-23,Lower Manhattan,Chocolate Croissant,4.0
2023-03-23,Lower Manhattan,Chocolate syrup,11.0
2023-03-23,Lower Manhattan,Columbian Medium Roast Lg,8.0
2023-03-23,Lower Manhattan,Columbian Medium Roast Rg,4.0
2023-03-23,Lower Manhattan,Cranberry Scone,3.0
2023-03-23,Lower Manhattan,Croissant,1.0
2023-03-23,Lower Manhattan,Dark chocolate Lg,7.0
2023-03-23,Lower Manhattan,Dark chocolate Rg,6.0
2023-03-23,Lower Manhattan,Earl Grey,1.0
2023-03-23,Lower Manhattan,Earl Grey Lg,5.0
2023-03-23,Lower Manhattan,Earl Grey Rg,6.0
2023-03-23,Lower Manhattan,English Breakfast Lg,7.0
2023-03-23,Lower Manhattan,English Breakfast Rg,7.0
2023-03-23,Lower Manhattan,Espresso shot,14.0
2023-03-23,Lower Manhattan,Ethiopia,1.0
2023-03-23,Lower Manhattan,Ethiopia Lg,11.0
2023-03-23,Lower Manhattan,Ethiopia Rg,7.0
2023-03-23,Lower Manhattan,Ethiopia Sm,4.0
2023-03-23,Lower Manhattan,Ginger Biscotti,2.0
2023-03-23,Lower Manhattan,Ginger Scone,9.0
2023-03-23,Lower Manhattan,Hazelnut Biscotti,2.0
2023-03-23,Lower Manhattan,Hazelnut syrup,8.0
2023-03-23,Lower Manhattan,Jamaican Coffee River Lg,10.0
2023-03-23,Lower Manhattan,Jamaican Coffee River Rg,5.0
2023-03-23,Lower Manhattan,Jamaican Coffee River Sm,8.0
2023-03-23,Lower Manhattan,Jumbo Savory Scone,4.0
2023-03-23,Lower Manhattan,Latte,6.0
2023-03-23,Lower Manhattan,Latte Rg,9.0
2023-03-23,Lower Manhattan,Lemon Grass Lg,7.0
2023-03-23,Lower Manhattan,Lemon Grass Rg,4.0
2023-03-23,Lower Manhattan,Morning Sunrise Chai,1.0
2023-03-23,Lower Manhattan,Morning Sunrise Chai Lg,4.0
2023-03-23,Lower Manhattan,Morning Sunrise Chai Rg,8.0
2023-03-23,Lower Manhattan,Oatmeal Scone,3.0
2023-03-23,Lower Manhattan,Our Old Time Diner Blend Lg,10.0
2023-03-23,Lower Manhattan,Our Old Time Diner Blend Rg,7.0
2023-03-23,Lower Manhattan,Our Old Time Diner Blend Sm,5.0
2023-03-23,Lower Manhattan,Ouro Brasileiro shot,10.0
2023-03-23,Lower Manhattan,Peppermint Lg,15.0
2023-03-23,Lower Manhattan,Peppermint Rg,14.0
2023-03-23,Lower Manhattan,Scottish Cream Scone ,1.0
2023-03-23,Lower Manhattan,Serenity Green Tea,2.0
2023-03-23,Lower Manhattan,Serenity Green Tea Lg,9.0
2023-03-23,Lower Manhattan,Serenity Green Tea Rg,16.0
2023-03-23,Lower Manhattan,Spicy Eye Opener Chai Lg,3.0
2023-03-23,Lower Manhattan,Spicy Eye Opener Chai Rg,8.0
2023-03-23,Lower Manhattan,Sugar Free Vanilla syrup,15.0
2023-03-23,Lower Manhattan,Sustainably Grown Organic,1.0
2023-03-23,Lower Manhattan,Sustainably Grown Organic Lg,3.0
2023-03-23,Lower Manhattan,Sustainably Grown Organic Rg,11.0
2023-03-23,Lower Manhattan,Traditional Blend Chai Lg,5.0
2023-03-23,Lower Manhattan,Traditional Blend Chai Rg,7.0
2023-03-24,Astoria,Almond Croissant,3.0
2023-03-24,Astoria,Brazilian Lg,5.0
2023-03-24,Astoria,Brazilian Rg,14.0
2023-03-24,Astoria,Brazilian Sm,7.0
2023-03-24,Astoria,Cappuccino,8.0
2023-03-24,Astoria,Cappuccino Lg,8.0
2023-03-24,Astoria,Chocolate Chip Biscotti,2.0
2023-03-24,Astoria,Chocolate Croissant,4.0
2023-03-24,Astoria,Columbian Medium Roast Lg,9.0
2023-03-24,Astoria,Columbian Medium Roast Rg,9.0
2023-03-24,Astoria,Columbian Medium Roast Sm,8.0
2023-03-24,Astoria,Cranberry Scone,3.0
2023-03-24,Astoria,Croissant,1.0
2023-03-24,Astoria,Dark chocolate Lg,7.0
2023-03-24,Astoria,Dark chocolate Rg,4.0
2023-03-24,Astoria,Earl Grey Lg,4.0
2023-03-24,Astoria,Earl Grey Rg,6.0
2023-03-24,Astoria,English Breakfast Lg,14.0
2023-03-24,Astoria,English Breakfast Rg,9.0
2023-03-24,Astoria,Espresso shot,10.0
2023-03-24,Astoria,Ethiopia Lg,11.0
2023-03-24,Astoria,Ethiopia Rg,5.0
2023-03-24,Astoria,Ethiopia Sm,5.0
2023-03-24,Astoria,Ginger Biscotti,3.0
2023-03-24,Astoria,Ginger Scone,6.0
2023-03-24,Astoria,Hazelnut Biscotti,1.0
2023-03-24,Astoria,Jamaican Coffee River Lg,10.0
2023-03-24,Astoria,Jamaican Coffee River Rg,15.0
2023-03-24,Astoria,Jamaican Coffee River Sm,5.0
2023-03-24,Astoria,Jumbo Savory Scone,2.0
2023-03-24,Astoria,Latte,11.0
2023-03-24,Astoria,Latte Rg,21.0
2023-03-24,Astoria,Lemon Grass Lg,6.0
2023-03-24,Astoria,Lemon Grass Rg,5.0
2023-03-24,Astoria,Morning Sunrise Chai Lg,6.0
2023-03-24,Astoria,Morning Sunrise Chai Rg,9.0
2023-03-24,Astoria,Oatmeal Scone,3.0
2023-03-24,Astoria,Our Old Time Diner Blend Lg,10.0
2023-03-24,Astoria,Our Old Time Diner Blend Rg,6.0
2023-03-24,Astoria,Our Old Time Diner Blend Sm,10.0
2023-03-24,Astoria,Peppermint Lg,8.0
2023-03-24,Astoria,Peppermint Rg,6.0
2023-03-24,Astoria,Scottish Cream Scone ,5.0
2023-03-24,Astoria,Serenity Green Tea Lg,12.0
2023-03-24,Astoria,Serenity Green Tea Rg,9.0
2023-03-24,Astoria,Spicy Eye Opener Chai Lg,3.0
2023-03-24,Astoria,Spicy Eye Opener Chai Rg,5.0
2023-03-24,Astoria,Sustainably Grown Organic Lg,9.0
2023-03-24,Astoria,Sustainably Grown Organic Rg,2.0
2023-03-24,Astoria,Traditional Blend Chai Lg,5.0
2023-03-24,Astoria,Traditional Blend Chai Rg,6.0
2023-03-24,Hell's Kitchen,Almond Croissant,2.0
2023-03-24,Hell's Kitchen,Brazilian Lg,5.0
2023-03-24,Hell's Kitchen,Brazilian Rg,8.0
2023-03-24,Hell's Kitchen,Brazilian Sm,4.0
2023-03-24,Hell's Kitchen,Cappuccino Lg,6.0
2023-03-24,Hell's Kitchen,Chocolate Chip Biscotti,2.0
2023-03-24,Hell's Kitchen,Chocolate Croissant,2.0
2023-03-24,Hell's Kitchen,Chocolate syrup,1.0
2023-03-24,Hell's Kitchen,Columbian Medium Roast,1.0
2023-03-24,Hell's Kitchen,Columbian Medium Roast Lg,3.0
2023-03-24,Hell's Kitchen,Columbian Medium Roast Rg,6.0
2023-03-24,Hell's Kitchen,Columbian Medium Roast Sm,5.0
2023-03-24,Hell's Kitchen,Cranberry Scone,6.0
2023-03-24,Hell's Kitchen,Croissant,2.0
2023-03-24,Hell's Kitchen,Dark chocolate Lg,9.0
2023-03-24,Hell's Kitchen,Dark chocolate Rg,6.0
2023-03-24,Hell's Kitchen,Earl Grey,3.0
2023-03-24,Hell's Kitchen,Earl Grey Lg,5.0
2023-03-24,Hell's Kitchen,Earl Grey Rg,6.0
2023-03-24,Hell's Kitchen,English Breakfast Lg,1.0
2023-03-24,Hell's Kitchen,English Breakfast Rg,8.0
2023-03-24,Hell's Kitchen,Espresso Roast,1.0
2023-03-24,Hell's Kitchen,Espresso shot,3.0
2023-03-24,Hell's Kitchen,Ethiopia Lg,9.0
2023-03-24,Hell's Kitchen,Ethiopia Rg,7.0
2023-03-24,Hell's Kitchen,Ethiopia Sm,7.0
2023-03-24,Hell's Kitchen,Ginger Biscotti,2.0
2023-03-24,Hell's Kitchen,Ginger Scone,13.0
2023-03-24,Hell's Kitchen,Hazelnut Biscotti,4.0
2023-03-24,Hell's Kitchen,Jamacian Coffee River,2.0
2023-03-24,Hell's Kitchen,Jamaican Coffee River Lg,4.0
2023-03-24,Hell's Kitchen,Jamaican Coffee River Rg,6.0
2023-03-24,Hell's Kitchen,Jamaican Coffee River Sm,11.0
2023-03-24,Hell's Kitchen,Jumbo Savory Scone,3.0
2023-03-24,Hell's Kitchen,Latte,5.0
2023-03-24,Hell's Kitchen,Latte Rg,10.0
2023-03-24,Hell's Kitchen,Lemon Grass Lg,5.0
2023-03-24,Hell's Kitchen,Lemon Grass Rg,12.0
2023-03-24,Hell's Kitchen,Morning Sunrise Chai Lg,10.0
2023-03-24,Hell's Kitchen,Morning Sunrise Chai Rg,10.0
2023-03-24,Hell's Kitchen,Oatmeal Scone,4.0
2023-03-24,Hell's Kitchen,Organic Decaf Blend,1.0
2023-03-24,Hell's Kitchen,Our Old Time Diner Blend Lg,1.0
2023-03-24,Hell's Kitchen,Our Old Time Diner Blend Rg,6.0
2023-03-24,Hell's Kitchen,Our Old Time Diner Blend Sm,6.0
2023-03-24,Hell's Kitchen,Ouro Brasileiro shot,14.0
2023-03-24,Hell's Kitchen,Peppermint Lg,9.0
2023-03-24,Hell's Kitchen,Peppermint Rg,2.0
2023-03-24,Hell's Kitchen,Scottish Cream Scone ,1.0
2023-03-24,Hell's Kitchen,Serenity Green Tea Lg,9.0
2023-03-24,Hell's Kitchen,Serenity Green Tea Rg,4.0
2023-03-24,Hell's Kitchen,Spicy Eye Opener Chai Lg,6.0
2023-03-24,Hell's Kitchen,Spicy Eye Opener Chai Rg,1.0
2023-03-24,Hell's Kitchen,Sustainably Grown Organic Lg,6.0
2023-03-24,Hell's Kitchen,Sustainably Grown Organic Rg,7.0
2023-03-24,Hell's Kitchen,Traditional Blend Chai Lg,2.0
2023-03-24,Hell's Kitchen,Traditional Blend Chai Rg,6.0
2023-03-24,Lower Manhattan,Almond Croissant,4.0
2023-03-24,Lower Manhattan,Brazilian Lg,11.0
2023-03-24,Lower Manhattan,Brazilian Rg,10.0
2023-03-24,Lower Manhattan,Brazilian Sm,12.0
2023-03-24,Lower Manhattan,Cappuccino,11.0
2023-03-24,Lower Manhattan,Cappuccino Lg,5.0
2023-03-24,Lower Manhattan,Carmel syrup,6.0
2023-03-24,Lower Manhattan,Chocolate Chip Biscotti,4.0
2023-03-24,Lower Manhattan,Chocolate Croissant,7.0
2023-03-24,Lower Manhattan,Chocolate syrup,10.0
2023-03-24,Lower Manhattan,Columbian Medium Roast Lg,12.0
2023-03-24,Lower Manhattan,Columbian Medium Roast Rg,6.0
2023-03-24,Lower Manhattan,Columbian Medium Roast Sm,6.0
2023-03-24,Lower Manhattan,Cranberry Scone,4.0
2023-03-24,Lower Manhattan,Croissant,3.0
2023-03-24,Lower Manhattan,Dark chocolate Lg,22.0
2023-03-24,Lower Manhattan,Dark chocolate Rg,9.0
2023-03-24,Lower Manhattan,Earl Grey Lg,7.0
2023-03-24,Lower Manhattan,Earl Grey Rg,13.0
2023-03-24,Lower Manhattan,English Breakfast,2.0
2023-03-24,Lower Manhattan,English Breakfast Lg,4.0
2023-03-24,Lower Manhattan,English Breakfast Rg,15.0
2023-03-24,Lower Manhattan,Espresso Roast,1.0
2023-03-24,Lower Manhattan,Espresso shot,3.0
2023-03-24,Lower Manhattan,Ethiopia,1.0
2023-03-24,Lower Manhattan,Ethiopia Lg,6.0
2023-03-24,Lower Manhattan,Ethiopia Rg,10.0
2023-03-24,Lower Manhattan,Ethiopia Sm,5.0
2023-03-24,Lower Manhattan,Ginger Biscotti,1.0
2023-03-24,Lower Manhattan,Ginger Scone,12.0
2023-03-24,Lower Manhattan,Guatemalan Sustainably Grown,1.0
2023-03-24,Lower Manhattan,Hazelnut Biscotti,4.0
2023-03-24,Lower Manhattan,Hazelnut syrup,11.0
2023-03-24,Lower Manhattan,I Need My Bean! Latte cup,2.0
2023-03-24,Lower Manhattan,Jamaican Coffee River Lg,8.0
2023-03-24,Lower Manhattan,Jamaican Coffee River Rg,9.0
2023-03-24,Lower Manhattan,Jumbo Savory Scone,6.0
2023-03-24,Lower Manhattan,Latte,9.0
2023-03-24,Lower Manhattan,Latte Rg,9.0
2023-03-24,Lower Manhattan,Lemon Grass Lg,19.0
2023-03-24,Lower Manhattan,Lemon Grass Rg,8.0
2023-03-24,Lower Manhattan,Morning Sunrise Chai Lg,15.0
2023-03-24,Lower Manhattan,Morning Sunrise Chai Rg,11.0
2023-03-24,Lower Manhattan,Oatmeal Scone,1.0
2023-03-24,Lower Manhattan,Organic Decaf Blend,1.0
2023-03-24,Lower Manhattan,Our Old Time Diner Blend Lg,9.0
2023-03-24,Lower Manhattan,Our Old Time Diner Blend Rg,3.0
2023-03-24,Lower Manhattan,Our Old Time Diner Blend Sm,13.0
2023-03-24,Lower Manhattan,Ouro Brasileiro shot,12.0
2023-03-24,Lower Manhattan,Peppermint,1.0
2023-03-24,Lower Manhattan,Peppermint Lg,5.0
2023-03-24,Lower Manhattan,Peppermint Rg,12.0
2023-03-24,Lower Manhattan,Scottish Cream Scone ,4.0
2023-03-24,Lower Manhattan,Serenity Green Tea Lg,5.0
2023-03-24,Lower Manhattan,Serenity Green Tea Rg,8.0
2023-03-24,Lower Manhattan,Spicy Eye Opener Chai Lg,7.0
2023-03-24,Lower Manhattan,Spicy Eye Opener Chai Rg,8.0
2023-03-24,Lower Manhattan,Sugar Free Vanilla syrup,5.0
2023-03-24,Lower Manhattan,Sustainably Grown Organic Lg,7.0
2023-03-24,Lower Manhattan,Sustainably Grown Organic Rg,6.0
2023-03-24,Lower Manhattan,Traditional Blend Chai Lg,9.0
2023-03-24,Lower Manhattan,Traditional Blend Chai Rg,6.0
2023-03-25,Astoria,Almond Croissant,3.0
2023-03-25,Astoria,Brazilian Lg,11.0
2023-03-25,Astoria,Brazilian Rg,8.0
2023-03-25,Astoria,Brazilian Sm,10.0
2023-03-25,Astoria,Cappuccino,9.0
2023-03-25,Astoria,Cappuccino Lg,6.0
2023-03-25,Astoria,Chocolate Chip Biscotti,3.0
2023-03-25,Astoria,Chocolate Croissant,3.0
2023-03-25,Astoria,Columbian Medium Roast Lg,9.0
2023-03-25,Astoria,Columbian Medium Roast Rg,10.0
2023-03-25,Astoria,Columbian Medium Roast Sm,15.0
2023-03-25,Astoria,Cranberry Scone,4.0
2023-03-25,Astoria,Croissant,1.0
2023-03-25,Astoria,Dark chocolate Lg,9.0
2023-03-25,Astoria,Dark chocolate Rg,6.0
2023-03-25,Astoria,Earl Grey Lg,3.0
2023-03-25,Astoria,Earl Grey Rg,11.0
2023-03-25,Astoria,English Breakfast Lg,6.0
2023-03-25,Astoria,English Breakfast Rg,6.0
2023-03-25,Astoria,Espresso shot,10.0
2023-03-25,Astoria,Ethiopia Lg,6.0
2023-03-25,Astoria,Ethiopia Rg,9.0
2023-03-25,Astoria,Ethiopia Sm,8.0
2023-03-25,Astoria,Ginger Biscotti,2.0
2023-03-25,Astoria,Ginger Scone,2.0
2023-03-25,Astoria,Hazelnut Biscotti,2.0
2023-03-25,Astoria,Jamaican Coffee River Lg,6.0
2023-03-25,Astoria,Jamaican Coffee River Rg,7.0
2023-03-25,Astoria,Jamaican Coffee River Sm,6.0
2023-03-25,Astoria,Jumbo Savory Scone,2.0
2023-03-25,Astoria,Latte,12.0
2023-03-25,Astoria,Latte Rg,2.0
2023-03-25,Astoria,Lemon Grass Lg,6.0
2023-03-25,Astoria,Lemon Grass Rg,8.0
2023-03-25,Astoria,Morning Sunrise Chai Lg,4.0
2023-03-25,Astoria,Morning Sunrise Chai Rg,13.0
2023-03-25,Astoria,Oatmeal Scone,3.0
2023-03-25,Astoria,Our Old Time Diner Blend Lg,8.0
2023-03-25,Astoria,Our Old Time Diner Blend Rg,6.0
2023-03-25,Astoria,Our Old Time Diner Blend Sm,4.0
2023-03-25,Astoria,Peppermint Lg,6.0
2023-03-25,Astoria,Peppermint Rg,6.0
2023-03-25,Astoria,Scottish Cream Scone ,1.0
2023-03-25,Astoria,Serenity Green Tea Lg,10.0
2023-03-25,Astoria,Serenity Green Tea Rg,6.0
2023-03-25,Astoria,Spicy Eye Opener Chai Lg,8.0
2023-03-25,Astoria,Spicy Eye Opener Chai Rg,9.0
2023-03-25,Astoria,Sustainably Grown Organic Lg,8.0
2023-03-25,Astoria,Sustainably Grown Organic Rg,5.0
2023-03-25,Astoria,Traditional Blend Chai Lg,14.0
2023-03-25,Astoria,Traditional Blend Chai Rg,5.0
2023-03-25,Hell's Kitchen,Almond Croissant,4.0
2023-03-25,Hell's Kitchen,Brazilian Lg,5.0
2023-03-25,Hell's Kitchen,Brazilian Rg,8.0
2023-03-25,Hell's Kitchen,Brazilian Sm,18.0
2023-03-25,Hell's Kitchen,Cappuccino,11.0
2023-03-25,Hell's Kitchen,Cappuccino Lg,6.0
2023-03-25,Hell's Kitchen,Chocolate Chip Biscotti,3.0
2023-03-25,Hell's Kitchen,Chocolate Croissant,7.0
2023-03-25,Hell's Kitchen,Chocolate syrup,1.0
2023-03-25,Hell's Kitchen,Civet Cat,1.0
2023-03-25,Hell's Kitchen,Columbian Medium Roast,1.0
2023-03-25,Hell's Kitchen,Columbian Medium Roast Lg,4.0
2023-03-25,Hell's Kitchen,Columbian Medium Roast Rg,5.0
2023-03-25,Hell's Kitchen,Columbian Medium Roast Sm,4.0
2023-03-25,Hell's Kitchen,Cranberry Scone,1.0
2023-03-25,Hell's Kitchen,Croissant,2.0
2023-03-25,Hell's Kitchen,Dark chocolate Lg,7.0
2023-03-25,Hell's Kitchen,Dark chocolate Rg,5.0
2023-03-25,Hell's Kitchen,Earl Grey,1.0
2023-03-25,Hell's Kitchen,Earl Grey Lg,5.0
2023-03-25,Hell's Kitchen,Earl Grey Rg,3.0
2023-03-25,Hell's Kitchen,English Breakfast Lg,5.0
2023-03-25,Hell's Kitchen,English Breakfast Rg,4.0
2023-03-25,Hell's Kitchen,Espresso shot,8.0
2023-03-25,Hell's Kitchen,Ethiopia Lg,10.0
2023-03-25,Hell's Kitchen,Ethiopia Rg,2.0
2023-03-25,Hell's Kitchen,Ethiopia Sm,7.0
2023-03-25,Hell's Kitchen,Ginger Biscotti,4.0
2023-03-25,Hell's Kitchen,Ginger Scone,5.0
2023-03-25,Hell's Kitchen,Hazelnut Biscotti,3.0
2023-03-25,Hell's Kitchen,Hazelnut syrup,6.0
2023-03-25,Hell's Kitchen,Jamacian Coffee River,1.0
2023-03-25,Hell's Kitchen,Jamaican Coffee River Lg,9.0
2023-03-25,Hell's Kitchen,Jamaican Coffee River Rg,1.0
2023-03-25,Hell's Kitchen,Jamaican Coffee River Sm,6.0
2023-03-25,Hell's Kitchen,Jumbo Savory Scone,3.0
2023-03-25,Hell's Kitchen,Latte,6.0
2023-03-25,Hell's Kitchen,Latte Rg,6.0
2023-03-25,Hell's Kitchen,Lemon Grass,1.0
2023-03-25,Hell's Kitchen,Lemon Grass Lg,5.0
2023-03-25,Hell's Kitchen,Lemon Grass Rg,6.0
2023-03-25,Hell's Kitchen,Morning Sunrise Chai Lg,8.0
2023-03-25,Hell's Kitchen,Morning Sunrise Chai Rg,7.0
2023-03-25,Hell's Kitchen,Oatmeal Scone,1.0
2023-03-25,Hell's Kitchen,Our Old Time Diner Blend Lg,8.0
2023-03-25,Hell's Kitchen,Our Old Time Diner Blend Rg,7.0
2023-03-25,Hell's Kitchen,Our Old Time Diner Blend Sm,1.0
2023-03-25,Hell's Kitchen,Ouro Brasileiro shot,9.0
2023-03-25,Hell's Kitchen,Peppermint,2.0
2023-03-25,Hell's Kitchen,Peppermint Lg,3.0
2023-03-25,Hell's Kitchen,Peppermint Rg,5.0
2023-03-25,Hell's Kitchen,Scottish Cream Scone ,1.0
2023-03-25,Hell's Kitchen,Serenity Green Tea Lg,3.0
2023-03-25,Hell's Kitchen,Serenity Green Tea Rg,5.0
2023-03-25,Hell's Kitchen,Spicy Eye Opener Chai Lg,4.0
2023-03-25,Hell's Kitchen,Spicy Eye Opener Chai Rg,4.0
2023-03-25,Hell's Kitchen,Sustainably Grown Organic Lg,6.0
2023-03-25,Hell's Kitchen,Sustainably Grown Organic Rg,4.0
2023-03-25,Hell's Kitchen,Traditional Blend Chai Lg,11.0
2023-03-25,Hell's Kitchen,Traditional Blend Chai Rg,8.0
2023-03-25,Lower Manhattan,Almond Croissant,2.0
2023-03-25,Lower Manhattan,Brazilian Lg,8.0
2023-03-25,Lower Manhattan,Brazilian Rg,7.0
2023-03-25,Lower Manhattan,Brazilian Sm,11.0
2023-03-25,Lower Manhattan,Cappuccino,12.0
2023-03-25,Lower Manhattan,Cappuccino Lg,6.0
2023-03-25,Lower Manhattan,Carmel syrup,7.0
2023-03-25,Lower Manhattan,Chocolate Chip Biscotti,1.0
2023-03-25,Lower Manhattan,Chocolate Croissant,5.0
2023-03-25,Lower Manhattan,Chocolate syrup,5.0
2023-03-25,Lower Manhattan,Columbian Medium Roast Lg,12.0
2023-03-25,Lower Manhattan,Columbian Medium Roast Rg,14.0
2023-03-25,Lower Manhattan,Columbian Medium Roast Sm,9.0
2023-03-25,Lower Manhattan,Cranberry Scone,1.0
2023-03-25,Lower Manhattan,Croissant,1.0
2023-03-25,Lower Manhattan,Dark chocolate Lg,14.0
2023-03-25,Lower Manhattan,Dark chocolate Rg,8.0
2023-03-25,Lower Manhattan,Earl Grey Lg,6.0
2023-03-25,Lower Manhattan,Earl Grey Rg,9.0
2023-03-25,Lower Manhattan,English Breakfast Rg,3.0
2023-03-25,Lower Manhattan,Espresso shot,4.0
2023-03-25,Lower Manhattan,Ethiopia,1.0
2023-03-25,Lower Manhattan,Ethiopia Lg,7.0
